AI,Industry,Status,Facility,sic,Facility Name,Physical Address,Municipality,County,State,Zip,Latitude,Longitude,NO_tpy,CO_tpy,VOC_tpy,PM10_tpy,SO2_tpy
891,CON-Materials,Closed,Synthetic Minor,1442,Hamilton Brothers - 300TPH Cedarapids Crusher No0833,6 miles West of Gallup,Gallup,McKinley,NM,87301,35.522752,-108.827487,,,,,
892,FOR-Wood Product/Processor,Closed,Minor,2421,Navajo Forest Products,40 miles NW of Gallup,Navajo,McKinley,NM,87328,35.859381,-109.006599,,,,,
893,MINING-Rock Crusher,Closed,,1094,Mobil Mining and Minerals - Monument,,Crownpoint,McKinley,NM,,35.702291,-108.222464,,,,1,
894,MINING-Uranium Mine,Closed,,1094,Mobil Mining and Minerals - Uranium Leach,,Crownpoint,McKinley,NM,,35.672904,-108.237846,0.24,,,0.27,
896,MINING-Screening Plant,Closed,,1211,Thoreau Loadout,By Railroad tracks East of overpass,Thoreau,McKinley,NM,87323,35.399268,-108.214183,,,,,
897,MINING-Screening Plant,Closed,Synthetic Minor,1211,Pittsburg and Midway Coal Mining Company - York Canyon,York Canyon Complex,Raton,Colfax,NM,87740,35.687868,-108.992092,,,,,
899,MINING-Uranium Mine,Closed,,1094,Church Rock Mine,16 miles NE Gallup,Gallup,McKinley,NM,87311,35.546036,-108.628298,,,,,
900,MINING-Screening Plant,Closed,Synthetic Minor,1211,Pittsburg and Midway - North and South Plant,20 miles NW of Gallup,Gallup,McKinley,NM,87305,35.6302,-108.993536,,,,,
900,MINING-Screening Plant,Closed,Synthetic Minor,1211,Pittsburg and Midway - North and South Plant,20 miles NW of Gallup,Gallup,McKinley,NM,87305,35.6302,-108.993536,,,,,
902,O&G-Gas Plant,Closed,,1321,Ojo Encino Gas Plant,7 miles NE of Star Lake Trading,Star Lake,McKinley,NM,87020,35.925472,-107.327569,,,,,
904,MINING-Rock Crusher,Closed,No Permit Required,1094,Gulf Minerial - San Mateo,Lower San Lucas Canyon,San Mateo,McKinley,NM,87050,35.396183,-107.642572,,,,,
906,ENRG-Power Plant,Closed,,4911,Papers Wash Electric Generator,35 miles NW of Crownpoint,Crownpoint,McKinley,NM,87313,35.853405,-107.32546,,,,,
907,MINING-Rock Crusher,Closed,Synthetic Minor,2869,Markwest - Gallup Mtbe Complex,4 miles E of Gallup,Gallup,McKinley,NM,87301,35.533149,-108.660662,,,,,
908,MINING-Rock Crusher,Closed,Synthetic Minor,1442,Gallup Sand and Gravel - Thoreau Crusher No1309,7 miles NE of Thoreau,Thoreau,McKinley,NM,87323,35.434682,-108.110515,,,,,
912,O&G-Compressor Station,Closed,Synthetic Minor,4922,Hospash Water Flood Compressor Station,22 miles E of Crownpoint,Crownpoint,McKinley,NM,88241,35.718277,-108.678475,,,,,
913,CON-Concrete Batch Plant,Closed,Minor,3273,Gallup Sand and Gravel - 150TPH Concrete Batch Plant NOI 1191,5 miles NW of Gallup,Gallup,McKinley,NM,87301,35.559105,-105.551648,,,,,
916,MINING-Uranium Mine,Closed,Minor,1094,Nose Rock Mine,15 miles NE of Crownpoint,Crownpoint,McKinley,NM,87313,35.813321,-108.078036,,,,,
918,O&G-Compressor Station,Closed,Minor,4922,Gallup Compressor Generating Station,1 mile N of I-40 W of Rehoboth,Gallup,McKinley,NM,,35.54851,-108.662621,,,,,
932,CON-Asphalt Plant,Closed,Synthetic Minor,2951,Connie Danley Construction - 60TPH Asphalt Plant No1719,3.2 miles N of Alamogordo,Alamogordo,Otero,NM,88310,32.97291,-105.965148,,,,,
933,FOR-Wood Product/Processor,Closed,Minor,2421,Otero Mills Inc -  La Luz,3 miles N on US 54,La Luz,Otero,NM,88337,33.000063,-105.676452,,,,,
935,FOR-Wood Product/Processor,Closed,Synthetic Minor,2421,White Sands Forest Products Inc,N Eddy Rd,Alamogordo,Otero,NM,88310,32.905284,-105.962274,,,,,
936,METAL-Metal Fabrication,Closed,Synthetic Minor,3365,Presto Products - Aluminum Pan Manufacturing,1301 La Velle Rd,Alamogordo,Otero,NM,88310,32.874537,-105.97263,,,,,
939,CON-Concrete Batch Plant,Closed,Synthetic Minor,3273,Cemex- La Luz Concrete Batch Plant,-,La Luz,Chaves,NM,88311,32.841375,-106.057742,,,,,
939,CON-Concrete Batch Plant,Closed,Synthetic Minor,3273,Cemex- La Luz Concrete Batch Plant,-,La Luz,Otero,NM,88311,32.841375,-106.057742,,,,,
943,MINING-Screening Plant,Closed,Synthetic Minor,1411,Addwest Minerals,50 miles SE of Alamogordo,Alamogordo,Otero,NM,80002,32.017542,-105.524082,,,,,
944,O&G-Tank Battery/Bulk Fuel Storage,Closed,Minor,4613,Holly Energy Partners - Pump Station No2,44 km SW of Pinon Nm,Las Cruces,Otero,NM,88344,32.222159,-105.562393,,,,,
957,"HZWM-Treatment, Storage, & Disposal",Closed,,4953,Mescalero Indian Hospital - Medical Waste Incinerator,Abalone Loop,Mescalero,Otero,NM,88340,33.150138,-105.771952,,,,,
963,ENRG-Power Plant,Closed,Synthetic Minor,4911,Tucumcari Power Plant,315 W Railroad Ave,Tucumcari,Quay,NM,88401,35.178861,-103.727722,,,,,
964,O&G-Ethanol,Closed,,2869,Grain Power Tucumcari Ltd,1600 N Rock Island St,Tucumcari,Quay,NM,88401,35.193227,-103.74791,,,,,
965,FOR-Wood Product/Processor,Closed,Synthetic Minor,2431,Pueblo Millwork Molding Company,801 E Whitmore Ave,Tucumcari,Quay,NM,88401,35.182966,-103.715122,,,,,
966,O&G-Tank Battery/Bulk Fuel Storage,Closed,No Permit Required,5171,Tucumcari Terminal,3 E of Hwy 54,Tucumcari,Quay,NM,88401,35.205854,-103.655882,,,,,
973,CON-Materials,Closed,,1623,Bechtel Construction - Abiquiu Dam,6 miles NW of Abiquiu,Abiquiu,Rio Arriba,NM,87510,36.25531,-106.407957,,,,,
974,O&G-Compressor Station,Closed,,4922,Largo Compressor Station,21 miles NNW,Counselors,Sandoval,NM,87018,36.482301,-107.556212,,,,,
975,O&G-Compressor Station,Closed,Minor,1311,Valencia Canyon Compressor Station,8 miles SE of Gobernado,Gobernador,Rio Arriba,NM,874010000,36.651667,-107.241389,,,,,
977,FOR-Wood Product/Processor,Closed,,2421,Jackson Sawmill Inc - Espanola,8 miles N of Espanola,Espanola,Rio Arriba,NM,87532,36.187477,-105.978603,,,,,
978,O&G-Compressor Station,Closed,Synthetic Minor,4922,South Blanco Compressor Station,9 miles NW of Counselors,Counselors,Rio Arriba,NM,87108,36.253367,-107.598814,,,,,
979,O&G-Gas Plant,Closed,Major-Title V ,1321,Lybrook Gas Plant,1 mile ESE of Lybrook,Lybrook,Rio Arriba,NM,87018,36.231111,-107.546111,,,,,
981,FOR-Wood Product/Processor,Closed,,2421,Vaughn Sawmill,State Road 111 IN Vallecitos,Vallecitos,Rio Arriba,NM,87581,36.501782,-106.11653,2,370,,,
982,FOR-Wood Product/Processor,Closed,,2421,Young Cash Lumber,US 84 IN Chama,Chama,Rio Arriba,NM,87520,36.902271,-106.571277,,,,1,
984,MINING-Rock Crusher,Closed,Minor,3295,Oglebay Norton - Velarde Mica Mill No. 510,"on Hwy 68, approximately three miles southwest of Velarde",Velarde,Rio Arriba,NM,87582,36.169264,-106.000612,,,,,
986,O&G-Compressor Station,Closed,No Permit Required,4922,NE Haynes Compressor Station,45 miles N Cuba,Cuba,Rio Arriba,NM,870130000,36.302927,-107.383289,,,,,
994,O&G-Gas Plant,Closed,Minor,1311,Bear Canyon Gas Plant,32 miles NNW of Cuba,Cuba,Rio Arriba,NM,87013,36.489885,-107.020609,,,,,
995,O&G-Compressor Station,Closed,Synthetic Minor,4922,North Lybrook Compressor Station,50 miles SE of Farmington,Farmington,Rio Arriba,NM,87401,36.25646,-107.538813,,,,,
1000,O&G-Compressor Station,Closed,Minor,4922,Five Points Compressor Station,15 km SW of Counselors,Counselors,Rio Arriba,NM,87018,36.418354,-107.380121,19.00,9.50,4.80,,
1001,O&G-Compressor Station,Closed,Minor,4922,Wild Horse Compressor Station,13 km W of Ojito,Ojito,Rio Arriba,NM,87029,36.450697,-107.246098,8.60,15.10,5.70,,
1003,CON-Materials,Closed,Minor,1442,Skelton Inc - 200TPH Crusher No1023,14.5 miles N of Abiquiu,Abiquiu,Rio Arriba,NM,87510,36.299219,-106.503406,,,,,
1022,O&G-Compressor Station,Closed,Synthetic Minor,4922,Williams Production - Rosa Compressor Station,12 miles NE of Dulce,Dulce,Rio Arriba,NM,87528,36.864818,-107.222832,,,,,
1025,O&G-Compressor Station,Closed,Notice of Intent,4922,Greystone Energy - Waukesha F1197 G No4,16 km SE of Tapicitoes,Lindrith,Rio Arriba,NM,87029,36.517578,-107.187726,,,,,
1026,O&G-Compressor Station,Closed,Minor,4922,Trunk G Compressor Station,23 miles E of Blanco,Blanco,Rio Arriba,NM,87412,36.685115,-107.425253,,,,,
1028,O&G-Compressor Station,Closed,,4922,Greystone Energy - Compressor Station No8,17.8 km SE of Ojito,Lindrith,Rio Arriba,NM,87029,36.517876,-107.268141,,,,,
1029,O&G-Compressor Station,Closed,Notice of Intent,4922,Chevron Midcontinent - Compressor Station No2,20 miles SE of Blanco,Blanco,Rio Arriba,NM,87412,36.571084,-107.534551,,,,,
1032,O&G-Compressor Station,Closed,Minor,4922,Miles Federal 1e Compressor Station,25 miles SE of Bloomfield,Bloomfield,Rio Arriba,NM,87413,36.507169,-107.655291,,,,,
1033,O&G-Compressor Station,Closed,Synthetic Minor,1389,San Juan 28-7 Unit Nitrogen Compressor Station,8 miles SSE of Navajo,Navajo,Rio Arriba,NM,87328,36.655858,-107.531735,,,,,
1035,O&G-Compressor Station,Closed,Minor,4922,Klease Compressor Station,21 km W of Ojito,Ojito,Rio Arriba,NM,87029,36.440854,-107.336182,14.30,7.20,3.60,,
1041,O&G-Compressor Station,Closed,Minor,4922,Elm Ridge - Lybrook Booster,6 miles NW of Counselors,Counselors,Rio Arriba,NM,87018,36.274685,-107.529383,,,,,
1043,CON-Concrete Batch Plant,Closed,Synthetic Minor,3273,"Montanos Excavating - Santa Fe Concrete Agua Fria, GCP5-1796",3964 Agua Fria St,Santa Fe,Santa Fe,NM,87507    ,35.6525,-106.031639,,,,,
1044,O&G-Compressor Station,Closed,Minor,4922,Rio Arriba No8 Compressor Station,28 miles E of Aztec,Aztec,Rio Arriba,NM,87410,36.826163,-107.490247,,,,,
1044,O&G-Compressor Station,Closed,Minor,4922,Rio Arriba No8 Compressor Station,28 miles E of Aztec,Aztec,San Juan,NM,87410,36.826163,-107.490247,,,,,
1045,O&G-Compressor Station,Closed,Minor,4922,Rio Arriba No10 Compressor Station,28.4 miles E of Aztec,Aztec,Rio Arriba,NM,87410,36.77167,-107.467194,,,,,
1046,O&G-Compressor Station,Closed,Minor,4922,Rio Arriba No6 Compressor Station,32 miles E of Aztec,Aztec,Rio Arriba,NM,87410,36.788154,-107.410568,,,,,
1056,O&G-Compressor Station,Closed,Notice of Intent,4922,XTO - Caterpillar G3304 NA No2065,unknown location,Espanola,Rio Arriba,NM,99999,,,,,,,
1058,O&G-Compressor Station,Closed,,4922,San Juan 30-6 No454 Compressor Station,40 km ENE of Bloomfield,Bloomfield,Rio Arriba,NM,87413,36.819099,-107.483291,,,,,
1059,O&G-Compressor Station,Closed,,4922,San Juan 30-6 No407 Compressor Station,40 km ENE of Bloomfield,Bloomfield,Rio Arriba,NM,87413,36.817671,-107.465307,,,,,
1060,O&G-Compressor Station,Closed,,4922,San Juan 30-6 No433 Compressor Station,40 km ENE of Bloomfield,Bloomfield,Rio Arriba,NM,87413,36.826309,-107.439796,,,,,
1061,O&G-Compressor Station,Closed,,4922,San Juan 30-6 No436 Compressor Station,40 km ENE of Bloomfield,Bloomfield,Rio Arriba,NM,87413,36.81534,-107.447295,,,,,
1062,O&G-Compressor Station,Closed,Notice of Intent,4922,Nebu No425r Compressor Station,8 miles NE of Navajo City,Navajo,Rio Arriba,NM,,36.822981,-107.596656,,,,,
1065,O&G-Loading/Unloading Rack,Closed,Notice of Intent,1311,Gavilan Pump Station,2.7 miles FROM Lindrith,Lindrith,Rio Arriba,NM,,36.34618,-107.043631,,,,,
1066,O&G-Compressor Station,Closed,Minor,4922,30-6 409 Compressor Station,4.4 miles NE of Navajo City,Navajo,Rio Arriba,NM,87528,36.784784,-107.529249,,,,,
1067,O&G-Compressor Station,Closed,,4922,30-6 416 Compressor Station,5.5 miles NE Navajo City,Navajo,Rio Arriba,NM,87528,36.796563,-107.526274,,,,,
1069,O&G-Compressor Station,Closed,Minor,4922,30-6 457 Compressor Station,6.5 miles NE of Navajo City,Navajo,McKinley,NM,87528,36.794813,-107.509775,,,,,
1069,O&G-Compressor Station,Closed,Minor,4922,30-6 457 Compressor Station,6.5 miles NE of Navajo City,Navajo,Rio Arriba,NM,87528,36.794813,-107.509775,,,,,
1071,O&G-Gas Plant,Closed,Synthetic Minor,1321,Largo Gas Plant,1.5 miles NW of Lybrook,Lybrook,Rio Arriba,NM,,36.245313,-107.53745,,,,,
1072,O&G-Compressor Station,Closed,,4922,Greystone Energy - Waukesha F817 G No8,,,Rio Arriba,NM,,,,,,,,
1073,O&G-Compressor Station,Closed,,4922,Greystone Energy - Waukesha F817  No9,unknown location NOI,Farmington,Rio Arriba,NM,99999,,,,,,,
1074,O&G-Compressor Station,Closed,Minor,4922,Canada Ojitos Unit - Stage III Compression,6 miles NE of Lindrith,Lindrith,Rio Arriba,NM,,36.395513,-106.894396,,,,,
1076,O&G-Compressor Station,Closed,Minor,4922,Canada Ojitos Unit - Stage I Compression,13 miles northeast,Lindrith,Rio Arriba,NM,87402,,,,,,,
1077,MORT/MEM-Mortuary,Closed,No Permit Required,,Block Salazar Mortuary,305 Calle Salazar,Espanola,Rio Arriba,NM,87532,,,,,,,
1084,O&G-Gas Plant,Closed,,1311,Targa Midstream - Bluitt Gas Plant,6 miles E of Milnesand on Hwy 262,Milnesand,Roosevelt,NM,88125,33.620709,-103.237551,,,,,
1085,O&G-Compressor Station,Closed,,4922,Chaveroo Compressor Station,3 miles WNW of Milnesand,Milnesand,Roosevelt,NM,881250000,33.667535,-103.862038,,,,,
1087,O&G-Compressor Station,Closed,,4922,Bluitt Compressor Station,6 miles E of Milnesand on Hwy 262,Milnesand,Roosevelt,NM,88125,33.605193,-103.103147,,,,,
1088,O&G-Compressor Station,Closed,Minor,4922,Milnesand Booster,3 miles W SW Milnesand,Milnesand,Roosevelt,NM,881250000,33.629288,-103.404475,,,,,
1090,AGS-Ethanol Plant,Closed,Minor,2869,Agpark Industries,9 miles S Portales,Portales,Roosevelt,NM,88115,34.04223,-103.266788,,,,,
1091,O&G-Ethanol,Closed,Synthetic Minor,2869,Abengoa Bioenergy Company - Portales Ethanol Plant,1827 South Industrial Dr,Portales,Roosevelt,NM,88130,34.169149,-103.375928,,,,,
1092,O&G-Compressor Station,Closed,Synthetic Minor,4922,S Petersen Compressor Station,17 miles NW of Milnesand,Milnesand,Roosevelt,NM,88125,33.793308,-103.541851,,,,,
1096,CON-Demolition/Renovation,Closed,,,Oxy Ngl Inc,6 miles W on Hwy 262,Milnesand,Roosevelt,NM,88125,,,,,,,
1099,FOR-Wood Product/Processor,Closed,,2421,Cuba Sawmill,State Road 44,Cuba,Sandoval,NM,87013,36.022207,-106.958656,,,,,
1100,O&G-Compressor Station,Closed,Minor,4922,Gas Company of New Mexico - Bernalillo Station,3 miles NE of Bernalillo,Bernalillo,Sandoval,NM,87004,35.325139,-106.54015,,,,,
1102,MINING-Rock Crusher,Closed,Minor,1211,La Ventana Coal Mine,"Hwy 44, 9 miles S of Cuba",Cuba,Sandoval,NM,870130000,35.932372,-106.93981,,,,,
1105,CON-Concrete Batch Plant,Closed,No Permit Required,3273,Vulcan Materials Co - 125 Cu Yd Concrete Batch Plant NPR 0853,5112 Industrial Loop,Rio Rancho,Sandoval,NM,87124,35.242868,-106.626511,,,,,
1106,O&G-Compressor Station,Closed,Major-Title V ,4922,Bernalillo Compressor Station,1.5 miles N of Bernalillo,Bernalillo,Sandoval,NM,87004,35.326139,-106.532468,,,,,
1107,O&G-Compressor Station,Closed,Synthetic Minor,4923,San Ysidro Gas Storage Facility,6 miles SW of San Ysidro,San Ysidro,Sandoval,NM,87053,35.511778,-106.864694,,,,,
1112,MINING-Screening Plant,Closed,Minor,3299,Copar Pumice - 400TPH Screen No0899,El Cajete,Jemez,Sandoval,NM,87532,35.820097,-106.538589,,,,,
1118,MINING-Screening Plant,Closed,Synthetic Minor,2873,Agronics Mine,8 miles S of Cuba,Cuba,Sandoval,NM,87013,35.897988,-106.947834,32.70,14.20,2.60,34.80,3.90
1121,CON-Concrete Batch Plant,Closed,Notice of Intent,3273,Home Builders Redi Mix - 100 Cu Yd Concrete Batch Plant NOI 2452,132 Calle Industrial,Bernalillo,Sandoval,NM,87004,,,,,,,
1123,MINING-Rock Crusher,Closed,Minor,1479,Mesa Verde Resources - Humate Crusher No2488,0.5 miles N of Bernalillo,Bernalillo,Sandoval,NM,,,,,,,,
1124,CON-Concrete Batch Plant,Closed,Synthetic Minor,3273,Southeast Readi-Mix - 15 Cubic yd/day Concrete Batch Plant No2084,City of Jal,Jal,Lea,NM,         ,32.116333,-103.183417,,,,,
1125,CON-Concrete Batch Plant,Closed,Notice of Intent,3273,Waycor -150 Cu Yd Concrete Batch Plant NOI 2242,204 Industrial Park Loop,Rio Rancho,Sandoval,NM,87124,35.262623,-106.632402,,,,,
1126,CON-Concrete Batch Plant,Closed,Notice of Intent,3273,Waycor - 80 Cu Yd Concrete Batch Plant No2271,4400 Tower Road SW,Albuquerque,Sandoval,NM,87121,35.263524,-106.63242,,,,,
1127,CON-Materials,Closed,Minor,5191,Waupaca Materials,Within Bernalillo,Bernalillo,Sandoval,NM,87004,35.296085,-106.556094,,,,,
1129,MINING-Rock Crusher,Closed,,,Mesa Verde Resources - Bernalillo Plant,,,Sandoval,NM,,,,,,,,
1131,ENRG-Power Plant,Closed,Minor,,Bernalillo/Algodones Switching Station,1500 Hwy 313,Algodones,Sandoval,NM,87001,,,,,,,
1132,MINING-Rock Crusher,Closed,Minor,,Mc Mc Recycling - 150TPH Rock Crusher No2253,unknown location,Las Cruces,Sandoval,NM,99999,,,,,,,
1141,O&G-Tank Battery/Bulk Fuel Storage,Closed,No Permit Required,1311,4 Corners Tank Battery,501 Airport Drive,Farmington,San Juan,NM,87401,,,,,85.00,,
1143,O&G-Compressor Station,Closed,,4922,State Compressor Station,11 miles SE of Bloomfield,Bloomfield,San Juan,NM,87413,36.627935,-107.773502,,,,,
1150,O&G-Compressor Station,Closed,Minor,4922,Bisti No4 Compressor Station,12 miles S of Farmington,Farmington,San Juan,NM,87401,36.557528,-108.183207,,,,,
1151,O&G-Gas Plant,Closed,,1311,La Maquina Gas Plant,7.5 miles NW of Aztec,Aztec,San Juan,NM,841580900,36.874169,-107.877749,,,,,
1152,O&G-Compressor Station,Closed,Minor,4922,Keblah Compressor Station,5 km SSE of Bloomfield,Bloomfield,San Juan,NM,87413,36.669377,-107.960735,,,,,
1155,O&G-Tank Battery/Bulk Fuel Storage,Closed,Minor,4612,4 Corners Tank Battery,1 mile NW of Farmington,Farmington,San Juan,NM,87401,36.717713,-108.212075,,,,,
1157,MINING-Rock Crusher,Closed,Synthetic Minor,,Four Corners Materials Inc - 500TPH Crusher No1020,Portable source,Portable Source,San Juan,NM,77777,36.829111,-108.042139,,,,,
1160,O&G-Refinery,Closed,Synthetic Minor,2911,Bloomfield Refinery,2 miles S of Bloomfield Hwy 44,Bloomfield,San Juan,NM,87413,36.676526,-108.000943,,,,,
1161,O&G-Refinery,Closed,,2911,Giant Refinery No0409,"Route 3, Box 7",Gallup,San Juan,NM,87301,36.705758,-108.089365,,,,,
1163,CON-Concrete Batch Plant,Closed,Synthetic Minor,1389,Halliburton Energy Services 2 - Cement & Sand No0425,4109 E Main St,Farmington,San Juan,NM,87402,36.758534,-108.153396,,,,,
1164,O&G-Gas Plant,Closed,,1311,Gallegos Canyon Gas Plant,25 miles SE US 44,Bloomfield,San Juan,NM,87413,36.400992,-107.843467,,,,,
1167,O&G-Gas Plant,Closed,Synthetic Minor,1311,Gallup Gas Plant,5 miles NW of Fruitland,Fruitland,San Juan,NM,87416,36.747821,-108.386839,,,,,
1169,O&G-Refinery,Closed,No Permit Required,2911,Caribou Four Corners - Petroleum Refinery,N St Rt 550,Kirtland,San Juan,NM,87417,,,,,,,
1176,MINING-Uranium Mine,Closed,Minor,1094,Morrison and Knudsen - Uranium/Radium,2 miles S of Shiprock,Shiprock,San Juan,NM,000000000,36.754833,-108.681211,,,,,
1178,CON-Concrete Batch Plant,Closed,,3273,Paralax Int Corp - Concrete Batch Plant No0674,12 miles NE of Blanco,Blanco,San Juan,NM,87412,36.795758,-107.521764,,,,3,
1179,"HZWM-Treatment, Storage, & Disposal",Closed,,4953,San Juan Regional Medical Center,801 W Maple St,Farmington,San Juan,NM,87401,36.700228,-108.235095,1,,,2,
1184,O&G-Refinery,Closed,,2911,Giant Refinery,5miles E of Farmington Hwy 64,Farmington,San Juan,NM,87401,36.705758,-108.089365,,,,,
1185,MINING-Rock Crusher,Closed,,1211,Consolidation Coal,20 miles E of Sanostee,Sanostee,San Juan,NM,87461,36.355616,-108.548239,,,,,
1187,O&G-Compressor Station,Closed,Synthetic Minor,4922,Crandall Compressor Station,6.5 miles NW of Bloomfield,Bloomfield,San Juan,NM,87413,36.776674,-108.041864,90.00,11.60,4.00,,
1194,O&G-Compressor Station,Closed,,4922,Pritchard Federal No2 Compressor Station,16 miles E of Aztec,Aztec,San Juan,NM,87410,36.750913,-107.716318,,,,,
1195,O&G-Compressor Station,Closed,,4922,Johnston Federal No2 Compressor Station,12 miles NE of Aztec,Aztec,San Juan,NM,87410,36.851948,-107.78943,,,,,
1196,O&G-Compressor Station,Closed,,4922,Johnston Federal No2A Compressor Station,12 miles NE of Aztec,Aztec,San Juan,NM,87410,36.859178,-107.788571,,,,,
1197,O&G-Compressor Station,Closed,,4922,Johnston Federal No6 Compressor Station,13 miles NE of Aztec,Aztec,San Juan,NM,87410,36.852734,-107.75581,13.3,1.7,,,
1198,O&G-Compressor Station,Closed,,4922,Johnston Federal No1A Compressor Station No0898,16 miles E of Aztec,Aztec,San Juan,NM,87410,36.757114,-107.721017,,,,,
1199,O&G-Compressor Station,Closed,,4922,Johnston Federal No1A Compressor Station,21 miles E of Aztec,Aztec,San Juan,NM,87410,36.82889,-107.734771,,,,,
1200,O&G-Compressor Station,Closed,,4922,Johnston Federal No26 Compressor Station,11 miles NW of Archuleta,Archuleta,San Juan,NM,87412,36.915104,-107.824283,,,,,
1202,O&G-Compressor Station,Closed,Synthetic Minor,4922,Bisti Compressor Station,23 miles SW of Bloomfield,Bloomfield,San Juan,NM,87413,36.408109,-108.078211,,,,,
1203,O&G-Gas Plant,Closed,,1321,Snake Eyes Gas Plant,60 miles SE of Farmington,Farmington,San Juan,NM,87401,36.054384,-107.631108,,,,,
1204,O&G-Compressor Station,Closed,No Permit Required,4922,White Rock Compressor Station,22 miles E of Newcomb,Newcomb,San Juan,NM,87301,36.231535,-108.31067,,,,,
1206,O&G-Compressor Station,Closed,Notice of Intent,4922,Marathon Oil - La Plata Compressor Station,3 miles SE of La Plata,La Plata,San Juan,NM,87418,36.914189,-108.137585,,,,,
1207,O&G-Compressor Station,Closed,Notice of Intent,4922,Hamilton Federal No2 Compressor Station,Decker Spring ofF Hwy 550,Cedar Hill,San Juan,NM,87410,36.957917,-107.91684,,,,,
